2020-05-22 19:09:17.682 [main] INFO  org.springframework.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [Ansin.web.ansinWeb.AnsinWebApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2020-05-22 19:09:17.682 [main] INFO  org.springframework.test.context.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [Ansin.web.ansinWeb.AnsinWebApplicationTests]: AnsinWebApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2020-05-22 19:09:17.823 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration Ansin.web.AnsinWebApplication for test class Ansin.web.ansinWeb.AnsinWebApplicationTests
2020-05-22 19:09:17.948 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2020-05-22 19:09:17.979 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@24105dc5, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@5167f57d, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@64b0598, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@18f8cd79, org.springframework.test.context.support.DirtiesContextTestExecutionListener@3e2055d6, org.springframework.test.context.transaction.TransactionalTestExecutionListener@50029372, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@e3b3b2f, org.springframework.test.context.event.EventPublishingTestExecutionListener@50f6ac94, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@6cc4cdb9, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@28194a50, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@7f2cfe3f, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@1a5b6f42, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@5038d0b5]
2020-05-22 19:09:18.418 [main] INFO  Ansin.web.ansinWeb.AnsinWebApplicationTests - Starting AnsinWebApplicationTests on LAPTOP-P47LA936 with PID 8108 (started by rokenu in C:\eclipse\ansinWeb-workspace\ansinWeb)
2020-05-22 19:09:18.430 [main] INFO  Ansin.web.ansinWeb.AnsinWebApplicationTests - No active profile set, falling back to default profiles: default
2020-05-22 19:09:20.686 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-05-22 19:09:21.147 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2020-05-22 19:15:01.017 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [Ansin.web.ansinWeb.AnsinWebApplicationTests], using SpringBootContextLoader
2020-05-22 19:15:01.033 [main] INFO  org.springframework.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [Ansin.web.ansinWeb.AnsinWebApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2020-05-22 19:15:01.033 [main] INFO  org.springframework.test.context.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [Ansin.web.ansinWeb.AnsinWebApplicationTests]: AnsinWebApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2020-05-22 19:15:01.142 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration Ansin.web.AnsinWebApplication for test class Ansin.web.ansinWeb.AnsinWebApplicationTests
2020-05-22 19:15:01.283 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2020-05-22 19:15:01.299 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@24105dc5, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@5167f57d, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@64b0598, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@18f8cd79, org.springframework.test.context.support.DirtiesContextTestExecutionListener@3e2055d6, org.springframework.test.context.transaction.TransactionalTestExecutionListener@50029372, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@e3b3b2f, org.springframework.test.context.event.EventPublishingTestExecutionListener@50f6ac94, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@6cc4cdb9, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@28194a50, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@7f2cfe3f, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@1a5b6f42, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@5038d0b5]
2020-05-22 19:15:01.865 [main] INFO  Ansin.web.ansinWeb.AnsinWebApplicationTests - Starting AnsinWebApplicationTests on LAPTOP-P47LA936 with PID 12804 (started by rokenu in C:\eclipse\ansinWeb-workspace\ansinWeb)
2020-05-22 19:15:01.881 [main] INFO  Ansin.web.ansinWeb.AnsinWebApplicationTests - No active profile set, falling back to default profiles: default
2020-05-22 19:15:03.976 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-05-22 19:15:04.941 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2020-05-22 19:17:11.861 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [Ansin.web.ansinWeb.AnsinWebApplicationTests], using SpringBootContextLoader
2020-05-22 19:17:11.861 [main] INFO  org.springframework.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [Ansin.web.ansinWeb.AnsinWebApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2020-05-22 19:17:11.861 [main] INFO  org.springframework.test.context.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [Ansin.web.ansinWeb.AnsinWebApplicationTests]: AnsinWebApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2020-05-22 19:17:12.033 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration Ansin.web.AnsinWebApplication for test class Ansin.web.ansinWeb.AnsinWebApplicationTests
2020-05-22 19:17:12.142 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2020-05-22 19:17:12.158 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@24105dc5, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@5167f57d, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@64b0598, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@18f8cd79, org.springframework.test.context.support.DirtiesContextTestExecutionListener@3e2055d6, org.springframework.test.context.transaction.TransactionalTestExecutionListener@50029372, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@e3b3b2f, org.springframework.test.context.event.EventPublishingTestExecutionListener@50f6ac94, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@6cc4cdb9, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@28194a50, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@7f2cfe3f, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@1a5b6f42, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@5038d0b5]
2020-05-22 19:17:12.689 [main] INFO  Ansin.web.ansinWeb.AnsinWebApplicationTests - Starting AnsinWebApplicationTests on LAPTOP-P47LA936 with PID 20088 (started by rokenu in C:\eclipse\ansinWeb-workspace\ansinWeb)
2020-05-22 19:17:12.694 [main] INFO  Ansin.web.ansinWeb.AnsinWebApplicationTests - No active profile set, falling back to default profiles: default
2020-05-22 19:17:15.212 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-05-22 19:17:15.761 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
